MonitoringLocationIdentifier,richness,ept_taxa,ept_present,tol_present,LatitudeMeasure,LongitudeMeasure,region
NARS_WQX-NLA_IN-10183,105,0,False,True,38.25519,-86.77643,Ohio River Basin
NARS_WQX-NLA_IN-10187,92,0,False,True,39.06945,-85.18936,Ohio River Basin
NARS_WQX-NLA_IN-10194,99,1,True,True,39.32339,-86.80005,Ohio River Basin
NARS_WQX-NLA_IN-10197,64,0,False,True,40.61074,-85.37019,Ohio River Basin
NARS_WQX-NLA_IN-10202,98,1,True,True,38.69738,-85.70424,Ohio River Basin
NARS_WQX-NLA_IN-10205,101,1,True,True,38.32512,-87.05558,Ohio River Basin
NARS_WQX-NLA_IN-10206,66,1,True,True,38.06487,-87.29741,Ohio River Basin
NARS_WQX-NLA_IN-10217,60,0,False,True,41.33684,-85.41727,Great Lakes
NARS_WQX-NLA_IN-10219,82,0,False,True,39.57109,-87.09138,Ohio River Basin
NARS_WQX-NLA_IN-10220,101,1,True,True,39.14517,-86.21886,Ohio River Basin
NARS_WQX-NLA_IN-10223,103,0,False,True,39.39399,-86.03805,Ohio River Basin
NARS_WQX-NLA_IN-10225,91,1,True,True,41.59922,-85.05515,Great Lakes
NARS_WQX-NLA_IN-10228,103,0,False,True,38.66283,-85.79005,Ohio River Basin
NARS_WQX-NLA_IN-10229,65,0,False,True,39.06614,-87.34955,Ohio River Basin
NARS_WQX-NLA_IN-10230,113,2,True,True,39.75722,-85.41588,Ohio River Basin
NARS_WQX-NLA_IN-10232,104,1,True,True,38.12682,-86.24282,Ohio River Basin
NARS_WQX-NLA_IN-10234,91,1,True,True,40.4347,-86.16207,Ohio River Basin
NARS_WQX-NLA_IN-10235,90,0,False,True,38.84259,-85.82827,Ohio River Basin
NARS_WQX-NLA_IN-10236,86,0,False,True,38.05021,-87.97929,Ohio River Basin
NARS_WQX-NLA_IN-10237,96,1,True,True,41.56149,-87.30418,Great Lakes
NARS_WQX-NLA_IN-10238,107,2,True,True,39.85374,-86.1305,Ohio River Basin
NARS_WQX-NLA_IN-10269,73,0,False,True,39.29887,-86.70253,Ohio River Basin
NARS_WQX-NLA_IN-10271,81,0,False,True,41.62445,-85.32885,Great Lakes
NARS_WQX-NLA_KY-10003,103,1,True,True,36.68168,-83.70503,Ohio River Basin
NARS_WQX-NLA_KY-10004,84,4,True,True,38.48626,-82.87262,Ohio River Basin
NARS_WQX-NLA_KY-10045,82,0,False,True,37.48693,-84.67911,Ohio River Basin
NARS_WQX-NLA_KY-10050,86,1,True,True,37.40584,-87.78581,Ohio River Basin
NARS_WQX-NLA_KY-10056,98,0,False,True,37.40457,-87.52033,Ohio River Basin
NARS_WQX-NLA_KY-10057,92,2,True,True,37.54089,-84.17999,Ohio River Basin
NARS_WQX-NLA_KY-10060,95,0,False,True,38.49867,-84.5809,Ohio River Basin
NARS_WQX-NLA_MD-10001,94,1,True,True,39.40526,-76.98918,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_MD-10010,142,2,True,True,39.70337,-78.65291,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_MD-10016,80,3,True,True,39.6863,-79.22991,Ohio River Basin
NARS_WQX-NLA_MD-10020,121,2,True,True,39.12696,-77.13091,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_MD-10026,44,0,False,True,38.32546,-76.4328,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_MD-10035,82,1,True,True,38.48058,-76.64456,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_MD-10053,79,1,True,True,39.16392,-77.20148,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_MD-10057,88,0,False,True,38.72347,-76.09442,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_MI-10005,91,0,False,True,42.61886,-83.50544,Great Lakes
NARS_WQX-NLA_MI-10009,136,1,True,True,43.21885,-85.46762,Great Lakes
NARS_WQX-NLA_MI-10010,107,2,True,True,46.15177,-88.83002,Great Lakes
NARS_WQX-NLA_MI-10013,100,2,True,True,41.94279,-85.31406,Great Lakes
NARS_WQX-NLA_MI-10036,100,0,False,True,42.74499,-83.31021,Great Lakes
NARS_WQX-NLA_MI-10039,104,1,True,True,44.43035,-83.92045,Great Lakes
NARS_WQX-NLA_MI-10043,113,2,True,True,45.41361,-84.80677,Great Lakes
NARS_WQX-NLA_MI-10046,94,0,False,True,42.18639,-85.57428,Great Lakes
NARS_WQX-NLA_MI-10056,81,2,True,True,43.94203,-86.44956,Great Lakes
NARS_WQX-NLA_MI-10066,92,2,True,True,42.37793,-86.0448,Great Lakes
NARS_WQX-NLA_MI-10089,100,2,True,True,45.12481,-84.18028,Great Lakes
NARS_WQX-NLA_MI-10091,139,2,True,True,43.37318,-86.14407,Great Lakes
NARS_WQX-NLA_MI-10095,105,1,True,True,42.20474,-85.70757,Great Lakes
NARS_WQX-NLA_MI-10096,85,0,False,True,43.95692,-85.0,Great Lakes
NARS_WQX-NLA_MI-10104,76,0,False,True,46.27668,-88.06311,Great Lakes
NARS_WQX-NLA_MI-10108,96,0,False,True,46.69731,-88.08198,Great Lakes
NARS_WQX-NLA_MI-10128,74,0,False,True,44.24711,-85.48184,Great Lakes
NARS_WQX-NLA_MI-10132,108,2,True,True,44.35551,-85.30726,Great Lakes
NARS_WQX-NLA_MI-10135,87,1,True,True,42.78404,-85.11544,Great Lakes
NARS_WQX-NLA_MI-10149,95,0,False,True,43.79752,-85.2114,Great Lakes
NARS_WQX-NLA_MI-10151,65,0,False,True,42.87447,-85.61069,Great Lakes
NARS_WQX-NLA_MI-10153,96,1,True,True,44.02913,-85.54542,Great Lakes
NARS_WQX-NLA_MI-10154,78,0,False,True,46.14496,-86.48319,Great Lakes
NARS_WQX-NLA_MI-10155,87,0,False,True,42.58961,-85.29964,Great Lakes
NARS_WQX-NLA_MI-10156,86,0,False,True,43.11811,-83.3604,Great Lakes
NARS_WQX-NLA_MI-10161,84,1,True,True,46.61753,-85.39789,Great Lakes
NARS_WQX-NLA_MI-10162,90,1,True,True,46.24674,-89.25979,Great Lakes
NARS_WQX-NLA_MI-10165,103,0,False,True,46.73566,-88.89174,Great Lakes
NARS_WQX-NLA_MI-10170,82,0,False,True,43.64014,-85.9603,Great Lakes
NARS_WQX-NLA_MI-10175,100,2,True,True,44.92043,-84.34722,Great Lakes
NARS_WQX-NLA_MI-10176,91,0,False,True,44.59968,-83.76897,Great Lakes
NARS_WQX-NLA_MI-10179,77,0,False,True,42.60472,-83.75838,Great Lakes
NARS_WQX-NLA_MI-10181,70,0,False,True,45.90731,-86.44973,Great Lakes
NARS_WQX-NLA_MI-10183,83,0,False,True,42.17863,-84.14928,Great Lakes
NARS_WQX-NLA_MI-10184,96,1,True,True,45.63683,-84.77026,Great Lakes
NARS_WQX-NLA_MI-10186,98,0,False,True,43.76338,-86.15491,Great Lakes
NARS_WQX-NLA_MI-10187,91,0,False,True,43.39358,-83.41718,Great Lakes
NARS_WQX-NLA_MI-10189,95,0,False,True,46.4454,-87.99653,Great Lakes
NARS_WQX-NLA_MI-10191,67,0,False,True,44.72733,-85.11923,Great Lakes
NARS_WQX-NLA_MI-10202,63,0,False,True,43.16356,-85.65584,Great Lakes
NARS_WQX-NLA_MI-10207,85,0,False,True,45.24795,-84.09623,Great Lakes
NARS_WQX-NLA_MI-10209,107,1,True,True,47.47517,-88.00176,Great Lakes
NARS_WQX-NLA_MI-10210,90,0,False,True,43.69741,-85.35703,Great Lakes
NARS_WQX-NLA_MI-10213,97,0,False,True,46.8612,-88.84717,Great Lakes
NARS_WQX-NLA_MI-10214,99,1,True,True,42.83113,-85.77959,Great Lakes
NARS_WQX-NLA_MI-10215,103,1,True,True,42.60619,-83.53376,Great Lakes
NARS_WQX-NLA_MI-10219,76,0,False,True,42.89458,-83.71904,Great Lakes
NARS_WQX-NLA_MI-10225,68,1,True,True,46.26051,-89.221,Great Lakes
NARS_WQX-NLA_MI-10226,103,0,False,True,43.11824,-85.35632,Great Lakes
NARS_WQX-NLA_MI-10233,96,1,True,True,46.59082,-88.08687,Great Lakes
NARS_WQX-NLA_MI-10234,100,1,True,True,42.61994,-85.458218,Great Lakes
NARS_WQX-NLA_MN-10056,82,0,False,True,47.66784,-90.9889,Great Lakes
NARS_WQX-NLA_MN-10130,159,2,True,True,47.91117,-90.48658,Great Lakes
NARS_WQX-NLA_NJ-10001,95,1,True,True,39.97092,-74.57121,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10002,95,0,False,True,40.92625,-74.53537,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10006,122,1,True,True,40.95091,-74.78413,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10017,84,2,True,True,39.84948,-74.78729,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10020,131,3,True,True,39.40948,-74.77998,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10021,65,1,True,True,41.03964,-74.99616,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10023,61,0,False,True,40.22553,-74.00517,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10024,92,0,False,True,41.10705,-74.89077,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10025,90,0,False,True,39.93496,-74.92394,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10032,127,1,True,True,40.9737,-74.24793,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NJ-10034,113,0,False,True,40.81071,-74.79559,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NY-10001,130,2,True,True,44.348811,-74.401491,Great Lakes
NARS_WQX-NLA_NY-10004,71,0,False,False,44.04119,-74.36166,Great Lakes
NARS_WQX-NLA_NY-10014,123,1,True,True,42.49864,-77.12653,Great Lakes
NARS_WQX-NLA_NY-10018,110,1,True,True,43.4546224,-73.5900746,Great Lakes
NARS_WQX-NLA_NY-10028,87,2,True,True,44.37966,-74.36546,Great Lakes
NARS_WQX-NLA_NY-10031,78,1,True,True,44.73604,-74.06547,Great Lakes
NARS_WQX-NLA_NY-10032,86,2,True,True,43.85045,-73.63472,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NY-10033,107,2,True,True,43.24237,-74.49102,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NY-10036,97,0,False,True,41.38004,-74.03007,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NY-10041,97,1,True,True,43.85124,-73.5951,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NY-10042,71,1,True,True,43.23406,-74.43414,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NY-10043,103,1,True,True,41.58713,-74.38424,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_NY-10050,63,0,False,True,42.88173,-76.39667,Great Lakes
NARS_WQX-NLA_OH-10011,82,0,False,True,41.08846,-82.72902,Great Lakes
NARS_WQX-NLA_OH-10031,101,0,False,True,40.36715,-83.05952,Ohio River Basin
NARS_WQX-NLA_OH-10039,41,0,False,True,41.23823,-83.02039,Great Lakes
NARS_WQX-NLA_OH-10042,78,0,False,True,39.65347,-82.47378,Ohio River Basin
NARS_WQX-NLA_OH-10049,95,1,True,True,39.66169,-84.64621,Ohio River Basin
NARS_WQX-NLA_OH-10054,124,3,True,True,39.05604,-82.69067,Ohio River Basin
NARS_WQX-NLA_OH-10061,109,0,False,True,40.17664,-84.26522,Ohio River Basin
NARS_WQX-NLA_OH-10063,94,0,False,True,41.11052,-82.08387,Great Lakes
NARS_WQX-NLA_OH-10065,77,0,False,True,40.31302,-84.63687,Ohio River Basin
NARS_WQX-NLA_OH-10069,87,1,True,True,39.8734,-83.37433,Ohio River Basin
NARS_WQX-NLA_OH-10072,76,0,False,True,41.49185,-81.17701,Great Lakes
NARS_WQX-NLA_OH-10075,64,0,False,True,40.79017,-80.98123,Ohio River Basin
NARS_WQX-NLA_OH-10076,71,0,False,True,41.59368,-84.61952,Great Lakes
NARS_WQX-NLA_OH-10077,93,3,True,True,39.55763,-84.75395,Ohio River Basin
NARS_WQX-NLA_OH-10079,84,0,False,True,40.99201,-81.17462,Ohio River Basin
NARS_WQX-NLA_OH-10086,69,1,True,True,40.24381,-81.22176,Ohio River Basin
NARS_WQX-NLA_OH-10087,114,3,True,True,41.1781,-81.3108,Great Lakes
NARS_WQX-NLA_PA-10001,38,0,False,True,40.270346,-78.682256,Ohio River Basin
NARS_WQX-NLA_PA-10014,121,4,True,True,40.36051,-78.10971,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10017,94,0,False,True,40.16179,-79.05238,Ohio River Basin
NARS_WQX-NLA_PA-10020,110,1,True,True,40.11238,-75.86381,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10023,94,2,True,True,40.86164,-75.61191,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10025,107,2,True,True,41.6949,-75.13155,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10030,121,0,False,True,40.15586,-74.78839,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10036,103,3,True,True,41.63079,-75.5482,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10041,104,2,True,True,40.15804,-78.973,Ohio River Basin
NARS_WQX-NLA_PA-10043,113,0,False,True,39.98016,-77.17689,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10044,101,2,True,True,41.39491,-75.36279,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10046,92,0,False,True,41.12725,-79.35851,Ohio River Basin
NARS_WQX-NLA_PA-10048,98,2,True,True,41.89979,-75.65488,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10050,121,0,False,True,41.02994,-80.23983,Ohio River Basin
NARS_WQX-NLA_PA-10055,104,1,True,True,41.20441,-74.99911,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10067,87,0,False,True,40.7977,-75.92151,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10072,95,0,False,True,41.18683,-75.42723,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_PA-10074,94,1,True,True,42.003975,-79.89817,Ohio River Basin
NARS_WQX-NLA_TN-10010,103,1,True,True,36.04246,-85.5897,Ohio River Basin
NARS_WQX-NLA_TN-10040,81,0,False,True,36.30417,-86.91358,Ohio River Basin
NARS_WQX-NLA_TN-10056,99,1,True,True,36.57854,-87.65727,Ohio River Basin
NARS_WQX-NLA_VA-10002,92,0,False,True,38.328785,-79.227717,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10007,97,1,True,True,37.35866948,-76.84210284,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10009,103,3,True,True,37.0434,-80.86760868,Ohio River Basin
NARS_WQX-NLA_VA-10010,89,0,False,True,37.303695,-76.707685,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10011,161,1,True,True,37.29245,-77.89349,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10013,111,2,True,True,37.21441,-78.62347,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10014,80,0,False,True,37.30188,-76.82107,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10021,87,0,False,True,38.96518,-77.33764,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10036,96,1,True,True,38.61321,-77.35178,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10038,99,0,False,True,36.70332,-76.6137,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10040,86,0,False,True,37.97548,-78.42807,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10056,110,0,False,True,37.39947,-76.76699,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10058,108,1,True,True,38.29925,-77.65349,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10059,85,0,False,True,37.16377,-76.45056,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10063,81,0,False,True,36.91971,-76.13826,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10068,71,1,True,True,37.46131,-78.18866,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10069,99,2,True,True,39.18613,-78.34023,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10072,100,0,False,True,37.59764,-77.47577,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VA-10079,80,1,True,True,36.86251,-76.569735,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_VT-10006,123,3,True,True,43.89113,-73.05247,Great Lakes
NARS_WQX-NLA_VT-10020,114,3,True,True,44.41874,-72.9473,Great Lakes
NARS_WQX-NLA_VT-10022,113,2,True,True,44.95559,-71.71667,Great Lakes
NARS_WQX-NLA_VT-10031,119,3,True,True,44.6251006,-72.26246102,Great Lakes
NARS_WQX-NLA_WI-10008,99,0,False,True,44.32364,-89.19101,Great Lakes
NARS_WQX-NLA_WI-10019,87,2,True,True,43.54511,-89.36625,Great Lakes
NARS_WQX-NLA_WI-10026,115,1,True,True,44.88914,-88.47493,Great Lakes
NARS_WQX-NLA_WI-10070,139,2,True,True,46.55919,-91.39356,Great Lakes
NARS_WQX-NLA_WI-10096,97,3,True,True,44.33295,-89.18304,Great Lakes
NARS_WQX-NLA_WI-10131,84,1,True,True,45.47702,-88.76988,Great Lakes
NARS_WQX-NLA_WI-10139,56,3,True,True,43.73223,-88.3948,Great Lakes
NARS_WQX-NLA_WI-10143,89,0,False,True,45.04591,-88.92518,Great Lakes
NARS_WQX-NLA_WI-10146,67,0,False,True,46.45783,-91.72485,Great Lakes
NARS_WQX-NLA_WI-10149,110,2,True,True,46.29431705,-90.82845299,Great Lakes
NARS_WQX-NLA_WI-10150,98,2,True,True,46.393481,-91.287095,Great Lakes
NARS_WQX-NLA_WI-10155,113,1,True,True,46.57631,-91.34088,Great Lakes
NARS_WQX-NLA_WI-10177,100,0,False,True,45.24231,-88.53212,Great Lakes
NARS_WQX-NLA_WI-10193,90,0,False,True,44.99827,-88.1395,Great Lakes
NARS_WQX-NLA_WI-10201,74,0,False,True,42.89263,-88.03653,Great Lakes
NARS_WQX-NLA_WI-10205,86,0,False,True,43.36373,-88.28138,Great Lakes
NARS_WQX-NLA_WI-10209,106,1,True,True,44.91059,-88.76003,Great Lakes
NARS_WQX-NLA_WV-10008,94,2,True,True,38.82171,-80.5897,Ohio River Basin
NARS_WQX-NLA_WV-10013,147,3,True,True,39.46941,-79.49873,Ohio River Basin
NARS_WQX-NLA_WV-10023,78,0,False,True,38.8378,-82.12585,Ohio River Basin
NARS_WQX-NLA_WV-10026,136,1,True,True,39.13362,-78.59737,Mid-Atlantic / Chesapeake
NARS_WQX-NLA_WV-10032,90,1,True,True,37.98084,-81.07172,Ohio River Basin
NARS_WQX-NLA_WV-10033,90,0,False,True,39.49277,-79.79422,Ohio River Basin
NARS_WQX-NLA_WV-10035,96,2,True,True,38.42877,-82.25327,Ohio River Basin
NARS_WQX-NLA_WV-10037,96,1,True,True,39.37161,-78.88285,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10013,42,4,True,True,39.83429874,-75.57709346,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10016,24,1,True,True,39.20764401,-75.74852691,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10028,49,6,True,True,39.8061351,-75.46540517,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10050,58,4,True,True,39.636487,-75.73171714,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10055,49,1,True,True,39.04750238,-75.73149965,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10062,82,3,True,True,38.66194317,-75.56498376,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10063,41,0,False,True,38.57154972,-75.67425567,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10068,65,5,True,True,39.81091381,-75.56714584,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10084,31,0,False,True,39.53955341,-75.69163245,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10086,52,1,True,True,39.03385852,-75.69706883,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10088,35,6,True,True,39.78264653,-75.70137914,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10089,74,9,True,True,39.81746964,-75.64229325,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10090,51,4,True,True,39.74077165,-75.71143409,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10092,56,6,True,True,39.69224733,-75.7342312,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10093,19,0,False,True,38.62218232,-75.6254785,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10094,41,2,True,True,39.77200007,-75.57881988,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10096,43,2,True,True,38.87332717,-75.47641458,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10100,57,1,True,True,39.00075279,-75.49461224,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_DE-10105,35,1,True,True,39.8007173,-75.43364349,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_IL-10049,46,2,True,True,39.34781199,-88.05272098,Ohio River Basin
NARS_WQX-NRS_IL-10077,38,3,True,True,37.16191017,-88.71408115,Ohio River Basin
NARS_WQX-NRS_IL-10081,39,2,True,True,40.16229665,-88.02743645,Ohio River Basin
NARS_WQX-NRS_IL-10103,47,3,True,True,37.57780988,-88.65127462,Ohio River Basin
NARS_WQX-NRS_IL-10124,25,0,False,True,37.06952371,-89.17324304,Ohio River Basin
NARS_WQX-NRS_IL-10125,58,0,False,True,37.25601672,-88.5102815,Ohio River Basin
NARS_WQX-NRS_IL-10131,51,1,True,True,37.26199019,-88.51406065,Ohio River Basin
NARS_WQX-NRS_IL-10134,34,3,True,True,39.06811287,-88.60513041,Ohio River Basin
NARS_WQX-NRS_IL-10136,27,0,False,True,38.106602,-88.16383425,Ohio River Basin
NARS_WQX-NRS_IL-10153,52,4,True,True,39.92721008,-87.84035006,Ohio River Basin
NARS_WQX-NRS_IN-10024,22,4,True,True,38.64279243,-87.61438338,Ohio River Basin
NARS_WQX-NRS_IN-10027,37,2,True,True,41.69465268,-85.9174007,Great Lakes
NARS_WQX-NRS_IN-10028,8,0,False,True,38.45178394,-87.59800228,Ohio River Basin
NARS_WQX-NRS_IN-10030,68,4,True,True,39.18727391,-85.34940479,Ohio River Basin
NARS_WQX-NRS_IN-10034,16,0,False,True,38.35094737,-86.61831615,Ohio River Basin
NARS_WQX-NRS_IN-10037,29,4,True,True,39.77823519,-86.44708213,Ohio River Basin
NARS_WQX-NRS_IN-10039,48,7,True,True,41.04920993,-85.72037088,Ohio River Basin
NARS_WQX-NRS_IN-10056,63,5,True,True,39.70521964,-87.07881596,Ohio River Basin
NARS_WQX-NRS_IN-10057,49,7,True,True,39.6718467,-85.00230457,Ohio River Basin
NARS_WQX-NRS_IN-10062,44,4,True,True,39.9280432,-87.42775738,Ohio River Basin
NARS_WQX-NRS_IN-10064,40,2,True,True,41.70913744,-86.26789626,Great Lakes
NARS_WQX-NRS_IN-10065,20,1,True,True,40.79021606,-85.82738988,Ohio River Basin
NARS_WQX-NRS_IN-10067,27,2,True,True,39.2617471,-86.79815932,Ohio River Basin
NARS_WQX-NRS_IN-10070,39,0,False,True,39.7146449,-85.18634092,Ohio River Basin
NARS_WQX-NRS_IN-10072,24,3,True,True,38.0890458,-87.93263453,Ohio River Basin
NARS_WQX-NRS_IN-10080,48,3,True,True,41.68261341,-85.95749296,Great Lakes
NARS_WQX-NRS_IN-10082,37,2,True,True,37.92797331,-87.21043043,Ohio River Basin
NARS_WQX-NRS_IN-10088,27,0,False,True,41.07074511,-86.6206737,Ohio River Basin
NARS_WQX-NRS_IN-10089,60,3,True,True,41.55509326,-85.78009263,Great Lakes
NARS_WQX-NRS_IN-10090,16,0,False,True,38.57407664,-86.85303476,Ohio River Basin
NARS_WQX-NRS_IN-10093,32,1,True,True,41.62842427,-87.17635418,Great Lakes
NARS_WQX-NRS_IN-10095,16,2,True,True,37.89516044,-88.09551216,Ohio River Basin
NARS_WQX-NRS_IN-10096,45,1,True,True,41.74129227,-86.2728023,Great Lakes
NARS_WQX-NRS_IN-10103,53,4,True,True,39.14069284,-86.53345714,Ohio River Basin
NARS_WQX-NRS_IN-10106,49,2,True,True,38.62574514,-86.42670129,Ohio River Basin
NARS_WQX-NRS_IN-10109,37,2,True,True,38.81478276,-85.52807281,Ohio River Basin
NARS_WQX-NRS_IN-10110,69,6,True,True,40.27550001,-86.880289,Ohio River Basin
NARS_WQX-NRS_IN-10111,36,1,True,True,39.8935033,-86.12889282,Ohio River Basin
NARS_WQX-NRS_IN-10112,28,1,True,True,39.30573423,-87.60748238,Ohio River Basin
NARS_WQX-NRS_KY-10028,16,1,True,True,37.78139705,-88.03819225,Ohio River Basin
NARS_WQX-NRS_KY-10029,17,0,False,True,37.62116492,-83.49985783,Ohio River Basin
NARS_WQX-NRS_KY-10031,28,0,False,True,37.98149999,-86.03398954,Ohio River Basin
NARS_WQX-NRS_KY-10032,25,2,True,True,37.47039561,-88.09642214,Ohio River Basin
NARS_WQX-NRS_KY-10036,19,3,True,True,37.97942909,-82.67112507,Ohio River Basin
NARS_WQX-NRS_KY-10037,71,7,True,True,38.62014264,-85.41853707,Ohio River Basin
NARS_WQX-NRS_KY-10040,44,4,True,True,37.20463231,-83.52786634,Ohio River Basin
NARS_WQX-NRS_KY-10050,60,4,True,True,36.93503474,-85.77766442,Ohio River Basin
NARS_WQX-NRS_KY-10056,24,2,True,True,37.29617561,-83.06281405,Ohio River Basin
NARS_WQX-NRS_KY-10059,20,0,False,True,38.60544808,-83.95593345,Ohio River Basin
NARS_WQX-NRS_KY-10075,67,4,True,True,37.04281754,-84.04662422,Ohio River Basin
NARS_WQX-NRS_KY-10076,39,3,True,True,37.56410309,-82.45177334,Ohio River Basin
NARS_WQX-NRS_KY-10077,45,2,True,True,37.25658727,-87.59639111,Ohio River Basin
NARS_WQX-NRS_KY-10079,34,1,True,True,37.33668782,-87.13760526,Ohio River Basin
NARS_WQX-NRS_KY-10080,3,0,False,True,38.68588114,-85.17831438,Ohio River Basin
NARS_WQX-NRS_KY-10081,37,1,True,True,38.12341169,-83.55382563,Ohio River Basin
NARS_WQX-NRS_KY-10087,60,7,True,True,37.77319971,-82.32323926,Ohio River Basin
NARS_WQX-NRS_KY-10088,10,0,False,True,37.47148847,-87.11364779,Ohio River Basin
NARS_WQX-NRS_KY-10090,40,3,True,True,36.68125605,-84.70197529,Ohio River Basin
NARS_WQX-NRS_KY-10101,13,0,False,True,37.84253664,-86.74629606,Ohio River Basin
NARS_WQX-NRS_KY-10103,67,6,True,True,36.68763019,-86.79188602,Ohio River Basin
NARS_WQX-NRS_KY-10104,52,4,True,True,39.03353098,-84.50062278,Ohio River Basin
NARS_WQX-NRS_KY-10105,19,0,False,True,37.47280752,-88.07670869,Ohio River Basin
NARS_WQX-NRS_KY-10107,50,4,True,True,37.80267049,-82.79124437,Ohio River Basin
NARS_WQX-NRS_KY-10109,7,0,False,True,37.04883137,-89.17516353,Ohio River Basin
NARS_WQX-NRS_KY-10110,7,0,False,True,37.1848127,-88.23837008,Ohio River Basin
NARS_WQX-NRS_KY-10111,18,0,False,True,37.22937814,-86.77924889,Ohio River Basin
NARS_WQX-NRS_KY-10114,48,5,True,True,37.373546,-83.39008857,Ohio River Basin
NARS_WQX-NRS_MD-10018,69,1,True,True,38.68907918,-75.76990306,Mid-Atlantic / Chesapeake
NARS_WQX-NRS_MD-10020,64,6,True,True,39.06636869,-77.38957869,Mid-Atlantic / Chesapeake
